string,dom_number,pmt_number,dom_x,dom_y,dom_z,dom_time,dom_type,width,rde,pmt_area,pmt_dir_x,pmt_dir_y,pmt_dir_z
1.0,39.0,0.0,-256.1400146484375,-521.0800170898438,-150.75999450683594,10632.70913578378,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,40.0,0.0,-256.1400146484375,-521.0800170898438,-167.77999877929688,11988.29918419195,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,41.0,0.0,-256.1400146484375,-521.0800170898438,-184.8000030517578,6336.0817785589015,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,42.0,0.0,-256.1400146484375,-521.0800170898438,-201.82000732421875,6529.838588736723,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,43.0,0.0,-256.1400146484375,-521.0800170898438,-218.83999633789062,10953.999422363135,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,44.0,0.0,-256.1400146484375,-521.0800170898438,-235.86000061035156,13988.532874495213,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,45.0,0.0,-256.1400146484375,-521.0800170898438,-252.8800048828125,14811.546503318144,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,47.0,0.0,-256.1400146484375,-521.0800170898438,-286.9200134277344,12093.358434101545,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,48.0,0.0,-256.1400146484375,-521.0800170898438,-303.95001220703125,17816.531038064535,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,49.0,0.0,-256.1400146484375,-521.0800170898438,-320.9700012207031,12858.10627078022,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,50.0,0.0,-256.1400146484375,-521.0800170898438,-337.989990234375,7006.208892092108,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,51.0,0.0,-256.1400146484375,-521.0800170898438,-355.010009765625,7193.221371575962,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,52.0,0.0,-256.1400146484375,-521.0800170898438,-372.0299987792969,12168.967976074147,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,53.0,0.0,-256.1400146484375,-521.0800170898438,-389.04998779296875,7948.574171683238,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,54.0,0.0,-256.1400146484375,-521.0800170898438,-406.07000732421875,6640.808277827253,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,55.0,0.0,-256.1400146484375,-521.0800170898438,-423.0899963378906,8290.228433943352,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,56.0,0.0,-256.1400146484375,-521.0800170898438,-440.1099853515625,14517.939080898663,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,57.0,0.0,-256.1400146484375,-521.0800170898438,-457.1300048828125,8994.277006153288,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,58.0,0.0,-256.1400146484375,-521.0800170898438,-474.1499938964844,11518.538468493593,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,59.0,0.0,-256.1400146484375,-521.0800170898438,-491.1700134277344,16280.08556799048,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
1.0,60.0,0.0,-256.1400146484375,-521.0800170898438,-504.3999938964844,10663.213523520424,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,1.0,0.0,-132.8000030517578,-501.45001220703125,500.07000732421875,6244.212517181256,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,2.0,0.0,-132.8000030517578,-501.45001220703125,483.04998779296875,13503.894122353397,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,3.0,0.0,-132.8000030517578,-501.45001220703125,466.0299987792969,14452.763451414407,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,4.0,0.0,-132.8000030517578,-501.45001220703125,449.010009765625,13368.644918163885,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,5.0,0.0,-132.8000030517578,-501.45001220703125,431.989990234375,8065.123700379724,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,6.0,0.0,-132.8000030517578,-501.45001220703125,414.9700012207031,7430.762884322254,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,7.0,0.0,-132.8000030517578,-501.45001220703125,397.95001220703125,13464.929555877443,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,8.0,0.0,-132.8000030517578,-501.45001220703125,380.92999267578125,14249.526573014624,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,9.0,0.0,-132.8000030517578,-501.45001220703125,363.9100036621094,14903.751782579688,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,10.0,0.0,-132.8000030517578,-501.45001220703125,346.8900146484375,14010.294263252277,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,11.0,0.0,-132.8000030517578,-501.45001220703125,329.8699951171875,9540.829478594187,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,12.0,0.0,-132.8000030517578,-501.45001220703125,312.8500061035156,12970.342003202724,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,13.0,0.0,-132.8000030517578,-501.45001220703125,295.8299865722656,13379.847565651708,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,14.0,0.0,-132.8000030517578,-501.45001220703125,278.79998779296875,13647.372766946228,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,15.0,0.0,-132.8000030517578,-501.45001220703125,261.7799987792969,14490.21443286346,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,16.0,0.0,-132.8000030517578,-501.45001220703125,244.75999450683594,13782.484766406847,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,17.0,0.0,-132.8000030517578,-501.45001220703125,227.74000549316406,5870.255521403679,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,18.0,0.0,-132.8000030517578,-501.45001220703125,210.72000122070312,8479.522589782897,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,19.0,0.0,-132.8000030517578,-501.45001220703125,193.6999969482422,6235.693196621316,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,20.0,0.0,-132.8000030517578,-501.45001220703125,176.67999267578125,11511.169448472,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,21.0,0.0,-132.8000030517578,-501.45001220703125,159.66000366210938,14537.523095509037,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,22.0,0.0,-132.8000030517578,-501.45001220703125,142.63999938964844,9699.773885863768,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,23.0,0.0,-132.8000030517578,-501.45001220703125,125.62000274658203,11079.692349586598,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,24.0,0.0,-132.8000030517578,-501.45001220703125,108.5999984741211,7510.656390507276,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,25.0,0.0,-132.8000030517578,-501.45001220703125,91.58000183105469,12533.112247363353,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,26.0,0.0,-132.8000030517578,-501.45001220703125,74.55999755859375,8868.521394704301,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,27.0,0.0,-132.8000030517578,-501.45001220703125,57.540000915527344,12102.164706921856,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,28.0,0.0,-132.8000030517578,-501.45001220703125,40.5099983215332,13599.136599802774,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,29.0,0.0,-132.8000030517578,-501.45001220703125,23.489999771118164,10386.58060634221,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,30.0,0.0,-132.8000030517578,-501.45001220703125,6.46999979019165,8572.656055915217,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,31.0,0.0,-132.8000030517578,-501.45001220703125,-10.550000190734863,13263.115878382538,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,32.0,0.0,-132.8000030517578,-501.45001220703125,-27.56999969482422,14784.6299656004,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,33.0,0.0,-132.8000030517578,-501.45001220703125,-44.59000015258789,13146.208234997952,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,34.0,0.0,-132.8000030517578,-501.45001220703125,-61.61000061035156,5971.560697014931,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,35.0,0.0,-132.8000030517578,-501.45001220703125,-78.62999725341797,6660.344245418837,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,36.0,0.0,-132.8000030517578,-501.45001220703125,-95.6500015258789,9296.971344952293,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,37.0,0.0,-132.8000030517578,-501.45001220703125,-112.66999816894531,14574.055586487095,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,38.0,0.0,-132.8000030517578,-501.45001220703125,-129.69000244140625,9805.630439237513,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,39.0,0.0,-132.8000030517578,-501.45001220703125,-146.7100067138672,10843.643805802118,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,40.0,0.0,-132.8000030517578,-501.45001220703125,-163.72999572753906,7060.347573708602,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,41.0,0.0,-132.8000030517578,-501.45001220703125,-180.75999450683594,9854.912868165855,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,42.0,0.0,-132.8000030517578,-501.45001220703125,-197.77999877929688,10629.232037432193,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,43.0,0.0,-132.8000030517578,-501.45001220703125,-214.8000030517578,12604.54874390722,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,44.0,0.0,-132.8000030517578,-501.45001220703125,-231.82000732421875,13157.60643674564,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,45.0,0.0,-132.8000030517578,-501.45001220703125,-248.83999633789062,11494.005226868516,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,46.0,0.0,-132.8000030517578,-501.45001220703125,-265.8599853515625,8602.86170484994,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,47.0,0.0,-132.8000030517578,-501.45001220703125,-282.8800048828125,13461.680456440265,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,48.0,0.0,-132.8000030517578,-501.45001220703125,-299.8999938964844,8263.778777337406,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,49.0,0.0,-132.8000030517578,-501.45001220703125,-316.9200134277344,7084.659574076085,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,50.0,0.0,-132.8000030517578,-501.45001220703125,-333.94000244140625,10662.572929128932,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,51.0,0.0,-132.8000030517578,-501.45001220703125,-350.9599914550781,9875.672212048956,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,52.0,0.0,-132.8000030517578,-501.45001220703125,-367.9800109863281,14159.273992665483,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,53.0,0.0,-132.8000030517578,-501.45001220703125,-385.0,14661.76360685341,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,54.0,0.0,-132.8000030517578,-501.45001220703125,-402.0299987792969,14610.850173888153,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,55.0,0.0,-132.8000030517578,-501.45001220703125,-419.04998779296875,10253.675954188695,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,56.0,0.0,-132.8000030517578,-501.45001220703125,-436.07000732421875,15578.156722722275,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,57.0,0.0,-132.8000030517578,-501.45001220703125,-453.0899963378906,15687.899810898272,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,58.0,0.0,-132.8000030517578,-501.45001220703125,-470.1099853515625,15436.100461156719,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,59.0,0.0,-132.8000030517578,-501.45001220703125,-487.1300048828125,5725.5639873514465,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
2.0,60.0,0.0,-132.8000030517578,-501.45001220703125,-504.1499938964844,7863.559990825628,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,1.0,0.0,-9.130000114440918,-481.739990234375,499.2300109863281,8126.411472382555,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,2.0,0.0,-9.130000114440918,-481.739990234375,482.2099914550781,6334.705812325749,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,3.0,0.0,-9.130000114440918,-481.739990234375,465.19000244140625,15716.672743672389,20.0,0.833412766456604,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,4.0,0.0,-9.130000114440918,-481.739990234375,448.1700134277344,7376.482732088406,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,5.0,0.0,-9.130000114440918,-481.739990234375,431.1499938964844,8777.094782314229,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,6.0,0.0,-9.130000114440918,-481.739990234375,414.1300048828125,7515.816446958293,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,7.0,0.0,-9.130000114440918,-481.739990234375,397.1099853515625,10233.904937257568,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,8.0,0.0,-9.130000114440918,-481.739990234375,380.0899963378906,10510.727891130675,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,9.0,0.0,-9.130000114440918,-481.739990234375,363.07000732421875,15265.981938028153,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,10.0,0.0,-9.130000114440918,-481.739990234375,346.04998779296875,12268.449412725706,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,11.0,0.0,-9.130000114440918,-481.739990234375,329.0299987792969,9067.069266848346,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,12.0,0.0,-9.130000114440918,-481.739990234375,312.010009765625,10326.464993078549,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,13.0,0.0,-9.130000114440918,-481.739990234375,294.989990234375,16283.109629891273,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,14.0,0.0,-9.130000114440918,-481.739990234375,277.9599914550781,11407.791543688836,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,15.0,0.0,-9.130000114440918,-481.739990234375,260.94000244140625,11487.409532180542,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,16.0,0.0,-9.130000114440918,-481.739990234375,243.9199981689453,15601.497176278323,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,17.0,0.0,-9.130000114440918,-481.739990234375,226.89999389648438,9640.883960364532,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,18.0,0.0,-9.130000114440918,-481.739990234375,209.8800048828125,10689.116619152328,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,19.0,0.0,-9.130000114440918,-481.739990234375,192.86000061035156,7433.961604174971,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,20.0,0.0,-9.130000114440918,-481.739990234375,175.83999633789062,14172.433323737181,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,21.0,0.0,-9.130000114440918,-481.739990234375,158.82000732421875,6203.144233869646,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,22.0,0.0,-9.130000114440918,-481.739990234375,141.8000030517578,14216.279687450127,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,23.0,0.0,-9.130000114440918,-481.739990234375,124.77999877929688,8040.551008991362,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,24.0,0.0,-9.130000114440918,-481.739990234375,107.76000213623047,8651.083766006976,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,25.0,0.0,-9.130000114440918,-481.739990234375,90.73999786376953,10639.767231115977,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,26.0,0.0,-9.130000114440918,-481.739990234375,73.72000122070312,13645.543939328776,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,27.0,0.0,-9.130000114440918,-481.739990234375,56.70000076293945,14851.70988650664,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,28.0,0.0,-9.130000114440918,-481.739990234375,39.66999816894531,14966.95654039233,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,29.0,0.0,-9.130000114440918,-481.739990234375,22.649999618530273,13372.478635004845,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,30.0,0.0,-9.130000114440918,-481.739990234375,5.630000114440918,9684.583700378047,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,31.0,0.0,-9.130000114440918,-481.739990234375,-11.390000343322754,8405.26692256857,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,32.0,0.0,-9.130000114440918,-481.739990234375,-28.40999984741211,5882.833932088476,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,33.0,0.0,-9.130000114440918,-481.739990234375,-45.43000030517578,13400.116035992658,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,34.0,0.0,-9.130000114440918,-481.739990234375,-62.45000076293945,16369.499543655866,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,35.0,0.0,-9.130000114440918,-481.739990234375,-79.47000122070312,7937.486111545058,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,36.0,0.0,-9.130000114440918,-481.739990234375,-96.48999786376953,9414.718527651066,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,37.0,0.0,-9.130000114440918,-481.739990234375,-113.51000213623047,11180.505894992582,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,38.0,0.0,-9.130000114440918,-481.739990234375,-130.52999877929688,10921.088447899816,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,39.0,0.0,-9.130000114440918,-481.739990234375,-147.5500030517578,16830.329293772476,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,40.0,0.0,-9.130000114440918,-481.739990234375,-164.57000732421875,9704.864598635168,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,41.0,0.0,-9.130000114440918,-481.739990234375,-181.60000610351562,6584.60236468844,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,42.0,0.0,-9.130000114440918,-481.739990234375,-198.6199951171875,9599.186783838557,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,43.0,0.0,-9.130000114440918,-481.739990234375,-215.63999938964844,12223.841106825841,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,44.0,0.0,-9.130000114440918,-481.739990234375,-232.66000366210938,6966.919739456986,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,45.0,0.0,-9.130000114440918,-481.739990234375,-249.67999267578125,10898.54202047233,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,46.0,0.0,-9.130000114440918,-481.739990234375,-266.70001220703125,16617.34221805652,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,47.0,0.0,-9.130000114440918,-481.739990234375,-283.7200012207031,19893.266811312908,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,48.0,0.0,-9.130000114440918,-481.739990234375,-300.739990234375,6075.128902633339,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,49.0,0.0,-9.130000114440918,-481.739990234375,-317.760009765625,7723.329180759138,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,50.0,0.0,-9.130000114440918,-481.739990234375,-334.7799987792969,16257.94427116361,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,51.0,0.0,-9.130000114440918,-481.739990234375,-351.79998779296875,13599.59750100207,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
3.0,52.0,0.0,-9.130000114440918,-481.739990234375,-368.82000732421875,14917.750377556013,20.0,6.25,1.0,0.04439999908208847,0.0,0.0,-1.0
